country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability,defense_mechanism,resolution_time_hr,url,url_type,site_label
China,2015,SQL Injection,Education,40.68,90689,Nation-state,Weak Passwords,Antivirus,40,facebook.com/people/Sylvia-Daoust/1676733822,benign,bad
Japan,2019,Ransomware,Telecommunications,34.93,721984,Nation-state,Weak Passwords,VPN,44,www.angelfire.com/art/raspberryridge/index.html,phishing,good
India,2022,Ransomware,Education,57.52,170002,Unknown,Unpatched Software,AI-based Detection,54,russellvets.org/campbell.html,benign,bad
Germany,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11,historicindianvillage.org/,benign,bad
USA,2024,Phishing,Government,58.64,146937,Hacker Group,Social Engineering,Firewall,10,sheddaquarium.org/dragon_moray_eel_subpage.html,benign,good
Japan,2022,Ransomware,IT,73.1,346939,Insider,Weak Passwords,VPN,21,rehistoricizing.org/robert-colescott/,benign,good
UK,2020,Phishing,Healthcare,39.47,551014,Nation-state,Social Engineering,Firewall,71,papertigers.org/wordpress/books-at-bedtime-inukshuk/,benign,good
USA,2019,Phishing,IT,20.13,25946,Hacker Group,Weak Passwords,AI-based Detection,68,wikidoc.org/index.php/Howard_Dully,benign,good
Germany,2021,DDoS,Banking,1.62,823004,Nation-state,Zero-day,Encryption,22,http://escritoriosdealuguel.com.br/pt/vo-na-midia?tmpl=component&print=1&page=,defacement,good
France,2016,DDoS,Banking,28.66,996004,Unknown,Zero-day,VPN,28,http://bdata.nl/index.php?option=com_content&view=article&id=55&Itemid=63,defacement,good
Germany,2024,DDoS,Telecommunications,67.47,337890,Unknown,Weak Passwords,Antivirus,35,wiki.answers.com/Q/What_is_the_Tennessee_Titans_2009-2010_schedule,benign,good
Russia,2022,Phishing,Banking,85.01,923558,Insider,Weak Passwords,Encryption,41,publishamerica.com/,benign,good
Russia,2018,Malware,Telecommunications,65.81,213558,Unknown,Unpatched Software,Antivirus,37,http://142.11.244.135/bins/arm6.neiru,malware,good
UK,2018,Malware,Education,51.59,935465,Nation-state,Weak Passwords,AI-based Detection,28,dmh.lacounty.gov/,benign,good
China,2020,SQL Injection,Healthcare,11.55,388591,Unknown,Zero-day,Antivirus,68,http://toyotagujranwala.com/index.php?option=com_content&view=article&id=134:customer-relations&catid=50:customer-relations&Itemid=127,defacement,good
Russia,2017,Man-in-the-Middle,IT,14.74,561615,Hacker Group,Weak Passwords,Antivirus,29,advfn.com/p.php?pid=qkquote&epic=DTC,benign,good
China,2023,DDoS,Government,53.46,374484,Unknown,Unpatched Software,Antivirus,46,americandebtfoundation.com/,benign,good
Brazil,2018,Phishing,Banking,98.75,316891,Hacker Group,Social Engineering,Antivirus,55,http://fun-dive.com/gps/?check=1i87721015.html,phishing,good
India,2019,Phishing,Healthcare,35.6,40718,Nation-state,Zero-day,VPN,24,optometry.nsuok.edu/,benign,good
UK,2021,Malware,Telecommunications,77.18,347426,Hacker Group,Zero-day,Antivirus,36,http://www.borlangedance.se/index.php?option=com_hwdphotoshare&task=viewphoto&photo_id=9&Itemid=72,defacement,good
USA,2023,Phishing,IT,29.42,957199,Hacker Group,Social Engineering,AI-based Detection,49,http://s10.cnzz.com/stat.php?id=1209014&web_id=1209014&show=pic1,malware,bad
Japan,2017,DDoS,Telecommunications,73.27,368351,Nation-state,Zero-day,Antivirus,48,englishpack.com/2010/01/20/kpix-tv/,benign,good
Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5,www.malikahealing.com/wp-content/plugins/akismet/0104415230/43264726363475426/,benign,good
Russia,2024,Man-in-the-Middle,Banking,93.13,414192,Nation-state,Weak Passwords,Firewall,34,freespace.virgin.net/chris.lawson/rk/tutanch/index.htm,phishing,good
UK,2020,Malware,Retail,10.94,675338,Hacker Group,Weak Passwords,VPN,54,en.wikipedia.org/wiki/Clay_Cook,benign,good
Japan,2020,SQL Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37,www.sdjdyy.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,benign,good
Germany,2019,SQL Injection,Government,96.91,408103,Nation-state,Unpatched Software,Firewall,27,https://xanauto.pt/wp-content/themes/twentynineteen/js/hhk.php,phishing,good
Brazil,2023,DDoS,Government,42.75,746425,Unknown,Zero-day,VPN,24,mito-team.com/projects/mt-browser-switcher,phishing,bad
UK,2017,Man-in-the-Middle,Education,30.44,996762,Hacker Group,Social Engineering,AI-based Detection,27,http://www.modconsolas.com/portal/index.php?option=com_virtuemart&view=category&virtuemart_category_id=3,defacement,good
USA,2017,DDoS,Retail,70.37,513625,Nation-state,Weak Passwords,VPN,37,answers.yahoo.com/question/index?qid=20110102162625AAPgdKf,benign,bad
Russia,2015,Ransomware,Retail,84.08,71334,Unknown,Unpatched Software,AI-based Detection,26,registrationacc.me,phishing,good
Brazil,2018,SQL Injection,IT,98.38,661583,Insider,Social Engineering,Encryption,30,muslimlinkpaper.com/,benign,good
Australia,2021,Ransomware,Retail,61.46,860546,Unknown,Zero-day,AI-based Detection,22,pipl.com/directory/people/Kelley/Kurtzman,benign,good
Australia,2023,SQL Injection,Retail,78.57,805183,Unknown,Weak Passwords,VPN,37,francis-moran.com/index.php/startups/what%e2%80%99s-in-a-startups-name-a-lesson-in-tough-changes-from-tara-hunt-of-buyosphere/,benign,bad
Japan,2022,Malware,IT,71.15,840225,Unknown,Zero-day,Encryption,70,thinkexist.com/quotations/life/,benign,good
UK,2015,DDoS,Retail,94.19,145401,Insider,Unpatched Software,Antivirus,14,www.sevkon.net/js/?app=3D3D3Dcom-d3&amp;us.battle.net/login/=,benign,good
Australia,2022,Ransomware,Healthcare,17.58,18399,Unknown,Zero-day,Firewall,14,http://allegro.pl/show_item.php?item=5275681817&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,benign,good
Germany,2024,Malware,IT,47.13,471379,Unknown,Unpatched Software,AI-based Detection,67,http://www.mnemonicmultimedia.com/website-hosting/network-infrastructure,defacement,good
Germany,2021,Malware,Government,82.72,219703,Nation-state,Social Engineering,Firewall,33,caldwellcounty.wbtv.com/,benign,good
India,2015,Man-in-the-Middle,Banking,97.28,694308,Nation-state,Weak Passwords,VPN,66,http://pastehtml.com/view/bh75wcalz.html,phishing,bad
Germany,2017,DDoS,Telecommunications,84.38,724629,Insider,Unpatched Software,AI-based Detection,18,1911encyclopedia.org/Philip_II_of_France,benign,good
UK,2016,Malware,Telecommunications,91.24,695618,Nation-state,Social Engineering,Antivirus,14,www.angelfire.com/emo/iam/,phishing,good
Australia,2018,SQL Injection,Education,75.2,60868,Insider,Social Engineering,Antivirus,46,www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=B6M06G503c3ikL132HU7e4hB44MENjj3343oR6GnsCYd768UUge/311b7c8398bc8f958e1e481257b72f77/,benign,bad
Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41,http://95.217.49.251/qtmzbn,malware,good
Germany,2021,DDoS,IT,73.5,806210,Unknown,Weak Passwords,Antivirus,5,paypal.com.us.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8da6a1457836.akshadamarriages.in/paypal-up-info-a0a058baaeef16e88f6bd2ee36c03f6f/4f9f2431a554109c947d9f19d597f7d1/webscr.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,benign,good
Japan,2023,SQL Injection,IT,8.24,183702,Nation-state,Zero-day,VPN,57,http://programsolutionsgroup.com/components/com_portfolio/includes/phpthumb/phpThumb.php?w=80&h=50&src=..%2F..%2F..%2F..%2Fimages%2Fstories%2Fportfolio%2Fitem_original%2F5_1262144108.jpg,defacement,bad
Japan,2019,Man-in-the-Middle,Banking,41.32,645097,Nation-state,Zero-day,Firewall,36,uk.ask.com/wiki/Independent_station_(North_America),benign,bad
Brazil,2016,Malware,Education,83.93,102797,Unknown,Weak Passwords,Firewall,17,calendar.kansascity.com/event/id/E0-001-040413159-0/kansas-city-symphony-presents-brahms-german-requiem,benign,good
India,2020,Ransomware,Healthcare,79.48,461093,Hacker Group,Zero-day,Firewall,42,https://mitsui-jyuku.mixh.jp/uploads/43043fvasea.exe,malware,good
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26,http://www.kulturwelle.at/veranstaltungen/49-2012/116-26102012-mnozil-brass,defacement,good
Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29,www.angelfire.com/ga2/utrechtworkshop/,phishing,good
India,2018,SQL Injection,Education,12.44,599905,Nation-state,Social Engineering,VPN,13,discoveryakimavalley.com/wine-map/,benign,good
Russia,2019,DDoS,Healthcare,68.1,819663,Unknown,Zero-day,Encryption,5,genforum.genealogy.com/nd/counties.html,benign,good
France,2021,Ransomware,Government,2.39,665023,Insider,Unpatched Software,Firewall,49,ns0.allnorilsk.ru/images/fileadmin/CVRV/dessing/ccvs/login/date/account/fast/change/password/vbv/secure/ccvb/safe/visa/and/mastercard/suntem/mai/buni/,benign,good
Germany,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/,malware,good
USA,2020,DDoS,IT,96.08,156275,Insider,Social Engineering,Encryption,24,newmoonmovie.org/soundtrack/,benign,bad
Russia,2022,Man-in-the-Middle,Education,96.44,106169,Nation-state,Unpatched Software,Encryption,28,http://olx.ro/i2/moda-frumusete/haine-dama/bluze-pulovere/moda-frumusete/haine-dama/bluze-pulovere,benign,good
USA,2024,Malware,Telecommunications,0.71,28436,Unknown,Unpatched Software,Encryption,66,paypal.fr.cgi.bin.webscr.cmd.login.submit.dispatch.4654654432132132146547894651324564115546465464654132132.thefocusgym.com/cmd=_login-submit&amp;dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a216d1969307a780b5d38d64eaef4f32d/,benign,bad
UK,2021,Man-in-the-Middle,Banking,71.88,757595,Insider,Weak Passwords,VPN,40,http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.id8-eu.co.uk/identify-customer=59XWJ2S3BaiXqKqEwkImPf2iMwOEBsSsLvMZiYi4FhIPlWpafBkYouVFjCkTvD2ZKnHjWP29REbmtvI84GLbEhW3yoYsqO1j9ij3/,phishing,bad
Germany,2020,Phishing,IT,33.51,649406,Insider,Social Engineering,Firewall,27,edwardswildman.com/newsstand/,benign,good
Brazil,2019,SQL Injection,Healthcare,46.5,748146,Insider,Weak Passwords,AI-based Detection,13,scooshzdpd.fgmdpwfh2r.madpendesign.com.au,phishing,good
Australia,2018,Malware,Education,21.39,437056,Hacker Group,Zero-day,AI-based Detection,52,lgjyxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=higvuidus.battle.net/d3/en/index,benign,good
Brazil,2019,Ransomware,Banking,10.1,47737,Hacker Group,Social Engineering,Encryption,69,lawsoc-ni.org/,benign,bad
India,2022,SQL Injection,Telecommunications,95.74,849940,Insider,Weak Passwords,AI-based Detection,61,http://www.xj9599.com/app/member/indexx.php?path=pages&pages=dzyy&uid=f554ab9b50d41d8cd98fra3,malware,good
USA,2016,SQL Injection,Healthcare,25.85,79102,Nation-state,Zero-day,AI-based Detection,4,yarbitjichihaja.anvilbrooks.com/d41d8cd98f00b204e9800998ecf8427e/loading.php,benign,good
China,2015,Ransomware,IT,57.27,762001,Nation-state,Social Engineering,VPN,67,italian.about.com/od/bilingualdictionaries/a/italian-language-dictionary.htm,benign,good
France,2022,Malware,IT,92.29,727826,Unknown,Weak Passwords,Encryption,63,deadohio.com/MonroevilleMall.htm,benign,good
Germany,2017,Malware,Telecommunications,94.87,324790,Insider,Zero-day,VPN,42,http://www.diariodigitalgestor.es/index.php?option=com_content&view=article&id=794:25-01-2013,defacement,good
China,2018,Man-in-the-Middle,Banking,9.77,881294,Insider,Unpatched Software,AI-based Detection,3,http://riedland.ch/index.php?option=com_phocagallery&view=detail&catid=5:marktfotos&id=71:marktfoto&tmpl=component&Itemid=55,defacement,good
Germany,2024,Man-in-the-Middle,Banking,53.51,680154,Nation-state,Zero-day,Firewall,2,https://apbfiber.com/openme/11dd3optoor.exe,malware,bad
Australia,2018,SQL Injection,Education,75.2,60868,Insider,Social Engineering,Antivirus,46,http://katproxy.com/homemade-desi-indian-hot-recent-release-scandals-35min-videos-with-audio-3-in-1-role-play-t10503941.html,benign,good
Japan,2021,DDoS,Education,14.88,887855,Nation-state,Zero-day,AI-based Detection,7,http://www.nabu-gaildorf.de/index.php?option=com_search&Itemid=62,defacement,bad
Japan,2021,DDoS,Banking,32.84,311274,Hacker Group,Zero-day,Encryption,67,http://www.beriva.lt/index.html?di=akcijos&Z=1,defacement,good
China,2024,DDoS,Healthcare,7.31,972407,Hacker Group,Zero-day,Encryption,51,jenniferthomas.biz,phishing,bad
UK,2016,Man-in-the-Middle,Government,41.34,189354,Insider,Zero-day,Firewall,39,citylbc.com/,benign,good
Russia,2015,Man-in-the-Middle,Education,98.58,816455,Unknown,Unpatched Software,AI-based Detection,40,http://ecnavi.jp/redirect/?url=http://px.a8.net/svt/ejp?a8mat=2HK18P+26L8MQ+3930+60OXD&id1=%user_id%,benign,good
China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2,http://pikabu.ru/tag/%D1%81%D0%B0%D0%BC%D1%83%D1%80%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9/hot,benign,bad
Russia,2023,SQL Injection,Telecommunications,79.71,358439,Insider,Unpatched Software,Antivirus,48,blockbuster.com/browse/catalog/personDetails/198032,benign,good
Australia,2023,Ransomware,Retail,41.54,396865,Insider,Social Engineering,AI-based Detection,42,answers.yahoo.com/question/index?qid=20100328155203AA8wvnv,benign,bad
India,2017,Ransomware,Retail,69.91,340928,Unknown,Social Engineering,Antivirus,61,en.goldenmap.com/Jim_Walsh_(politician),benign,good
UK,2018,Man-in-the-Middle,Government,91.52,865257,Nation-state,Social Engineering,VPN,19,tvshowsondvd.com/news/Malcolm-Eddie-Season-1/11059,benign,good
China,2024,DDoS,Banking,99.99,755185,Unknown,Weak Passwords,Encryption,20,icehockey.wikia.com/wiki/Don_Edwards,benign,good
USA,2021,Malware,Retail,71.11,961868,Hacker Group,Unpatched Software,Antivirus,57,foro.univision.com/t5/Shakira/AMOROSAS-EL-HOMBRE-CON-EL-PENE-MAS-GRANDE-DEL-MUNDO-CARAOMG/td-p/405916586,benign,good
China,2022,Malware,Education,35.05,596468,Insider,Unpatched Software,VPN,29,http://www.teknocommerce.com/index.php?option=com_content&view=article&id=160&Itemid=146,defacement,bad
China,2017,Ransomware,Education,25.73,639190,Insider,Social Engineering,Encryption,33,www.tradgames.org.uk/games/Wei-Chi.htm,phishing,good
USA,2021,Phishing,Banking,28.75,959107,Unknown,Zero-day,Antivirus,35,getcris.pp.ua/,benign,bad
Brazil,2021,SQL Injection,IT,92.4,654303,Hacker Group,Unpatched Software,AI-based Detection,15,http://stukkateur-fickinger.de/vollwaermeschutz.html?tmpl=component&print=1&page=,defacement,good
India,2021,SQL Injection,Government,18.26,78277,Hacker Group,Weak Passwords,Firewall,51,www.klid.dk/english/,phishing,good
Germany,2018,SQL Injection,Retail,75.63,814701,Hacker Group,Social Engineering,Antivirus,63,amazon.co.uk/Konigsberg-Battle-Prussia-January-Operations/dp/919758956X,benign,good
France,2015,SQL Injection,IT,70.18,596168,Nation-state,Zero-day,Encryption,15,r3dservices.com/,benign,good
Australia,2020,DDoS,Retail,36.29,755621,Unknown,Zero-day,Antivirus,50,trevanna.com/abc-tv-studios_networks.htm,benign,good
Brazil,2018,Malware,Retail,83.42,538552,Hacker Group,Weak Passwords,AI-based Detection,65,http://sitiohotel.com.br/sitio-hotel,defacement,bad
Japan,2024,Man-in-the-Middle,Retail,9.77,621770,Insider,Unpatched Software,AI-based Detection,70,tourbymexico.com/chihua/chihua/chihua.htm,benign,good
India,2022,Malware,Telecommunications,97.03,404834,Hacker Group,Zero-day,VPN,62,filmbug.com/db/148924,benign,bad
UK,2018,Malware,Banking,41.34,82287,Unknown,Unpatched Software,Encryption,61,broncosports.com/ViewArticle.dbml?DB_OEM_ID=9900&ATCLID=204916385,benign,good
Japan,2022,Phishing,Healthcare,55.72,179545,Unknown,Zero-day,Encryption,15,flickr.com/photos/blocquebecois/4462268635/,benign,good
Germany,2021,Malware,Government,82.72,219703,Nation-state,Social Engineering,Firewall,33,www.centralconnector.com/GAMES/bonkers.html,phishing,good
UK,2019,Malware,Telecommunications,14.01,578443,Insider,Social Engineering,Firewall,28,genealogytrails.com/ind/warren/voters-list.html,benign,bad
Brazil,2018,SQL Injection,Education,52.7,861075,Hacker Group,Social Engineering,Encryption,7,www.ixacta.com/products/ixsite/,phishing,good
France,2022,Malware,Education,13.06,759625,Insider,Social Engineering,Encryption,14,restomontreal.ca/restaurants/index.php?section=viewresto&resto_id=2125&lang=en,benign,good
Australia,2018,DDoS,Education,79.5,636407,Hacker Group,Zero-day,Encryption,11,cyber.playboy.com/highlight-archive.html,benign,bad
India,2018,Malware,Education,99.09,395264,Unknown,Weak Passwords,Antivirus,5,baseball-fever.com/showthread.php?100486-Greatest-Left-Handed-Pitcher-In-History,benign,good
India,2015,DDoS,Healthcare,10.94,600279,Insider,Unpatched Software,AI-based Detection,16,http://correios.com.br/english/correios-a-to-z/delivery-confirmation-request-2013-telegram,benign,good
Brazil,2022,Phishing,Banking,98.06,884502,Insider,Unpatched Software,AI-based Detection,55,mobilebox1212.godaddysites.com,phishing,good
Brazil,2022,Phishing,IT,26.02,251768,Unknown,Social Engineering,VPN,6,natos.lt/img/uploads/dir/8de856e9b3dc10a13eb9fcee93f70b70/,benign,good
Germany,2022,Phishing,Banking,14.79,407151,Unknown,Weak Passwords,Antivirus,37,leoslyrics.com/john-kander-and-fred-ebb-lyrics/,benign,good
USA,2022,Man-in-the-Middle,Retail,75.51,298887,Nation-state,Zero-day,VPN,44,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E9%9D%A2%E5%85%B7/,malware,good
USA,2018,Man-in-the-Middle,Retail,97.62,459039,Nation-state,Weak Passwords,Firewall,68,www.ccswy.com/css/?amp;amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;amp;app=com-d3,benign,good
France,2017,SQL Injection,Healthcare,60.77,212177,Hacker Group,Social Engineering,Encryption,2,mingle.kansascity.com/photos/2011/sporting-kansas-city-playoff-rally/,benign,good
France,2015,SQL Injection,IT,70.18,596168,Nation-state,Zero-day,Encryption,15,lowelladulteducation.com/,benign,good
France,2019,DDoS,Telecommunications,52.94,192293,Nation-state,Weak Passwords,VPN,57,http://www.meridianranch.com/index.php?option=com_content&view=article&id=68:parks-and-trails&catid=7:recreation&Itemid=147,defacement,bad
Russia,2018,DDoS,Retail,64.39,359124,Insider,Unpatched Software,AI-based Detection,13,en.wikipedia.org/wiki/Chasse_et_P%C3%AAche,benign,bad
UK,2024,DDoS,Healthcare,58.31,487694,Hacker Group,Weak Passwords,Antivirus,41,local.yahoo.com/info-35578984-robson-mark-austin-podiatry-austin,benign,good
France,2022,Malware,Healthcare,67.89,325521,Hacker Group,Social Engineering,VPN,69,blog.fagstein.com/tag/bixi/,benign,good
Russia,2019,Man-in-the-Middle,Telecommunications,95.66,259993,Nation-state,Weak Passwords,Antivirus,58,amazon.com/Immortalized-3x-Krazy/dp/B00000JN8R,benign,bad
India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31,myspace.com/queensclub,benign,good
China,2023,Phishing,IT,43.58,169152,Nation-state,Unpatched Software,Encryption,49,service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s8f99d8fd8fd7f8d8d48fd55554d5sd.asiicgiyim.com/dir.php,benign,good
India,2018,DDoS,Government,36.04,446170,Insider,Unpatched Software,VPN,72,blog.aflcio.org/2010/06/13/next-up-with-lee-camp-and-jeremy-redleaf/,benign,good
Brazil,2022,SQL Injection,Retail,25.85,632061,Nation-state,Zero-day,Antivirus,2,amazon.com/KFOG-Live-Archives-ARCHIVES-104-5/dp/B000ALNOGQ,benign,good
India,2023,Man-in-the-Middle,Retail,12.96,254903,Unknown,Social Engineering,Firewall,4,http://www.aptech-bibiu.ru/aptech/training/programmingperl,defacement,bad
Germany,2024,Ransomware,Education,11.81,418893,Insider,Social Engineering,Firewall,31,http://www.x-lonne.nl/fotoboek/image?format=raw&type=orig&id=1116,defacement,good
Australia,2018,Malware,Banking,68.32,843891,Unknown,Weak Passwords,Antivirus,31,velvetcigar.net/?p=491,benign,bad
UK,2020,SQL Injection,Banking,47.67,729265,Unknown,Zero-day,Firewall,42,bit.ly/KKDsKx,benign,good
Japan,2017,Phishing,Education,88.43,954423,Unknown,Unpatched Software,Firewall,6,theactorbegins.com/,benign,bad
Brazil,2015,DDoS,IT,43.51,940656,Unknown,Weak Passwords,AI-based Detection,41,kids.britannica.com/comptons/article-9277435/Pierre-Elliott-Trudeau,benign,bad
Russia,2020,Phishing,Education,9.52,889970,Nation-state,Unpatched Software,VPN,20,www.yahoocatll.com/page/index.php,benign,good
Brazil,2021,Man-in-the-Middle,Education,27.95,625370,Insider,Social Engineering,Firewall,24,kindalikesorta.com/be-kind-rewind-and-vantage-point/,benign,bad
Russia,2023,SQL Injection,Education,75.63,195733,Nation-state,Weak Passwords,Antivirus,70,bluevisualizm.blogspot.com/,benign,good
China,2019,Malware,Telecommunications,62.67,520232,Nation-state,Weak Passwords,Encryption,53,www449.paypal.co.uk.72641.ssl-650.mx/js/webapps/uk/mpp/?cmnd=_lg&amp;,benign,good
Brazil,2021,SQL Injection,IT,83.99,807733,Unknown,Weak Passwords,Encryption,18,http://itcitymm.com/wp-content/themes/confirmnewboa/confirmnewboa/login.php?cmd=login_submit&amp;id=4515218e09f14cd803f655dbfd8652074515218e09f14cd803f655dbfd865207&amp;session=4515218e09f14cd803f655dbfd8652074515218e09f14cd803f655dbfd865207,phishing,bad
USA,2017,Phishing,Banking,96.27,637264,Hacker Group,Unpatched Software,AI-based Detection,11,http://nesn.com/2013/02/report-chiefs-eagles-have-discussed-potential-nick-foles-trade/,benign,good
Japan,2018,Phishing,IT,72.01,401960,Nation-state,Unpatched Software,VPN,44,tools.ietf.org/html/rfc2610,phishing,good
Australia,2024,Phishing,Banking,14.97,214740,Nation-state,Unpatched Software,Encryption,57,bma-autohaus.com,phishing,bad
India,2017,Man-in-the-Middle,Government,69.69,713419,Hacker Group,Unpatched Software,AI-based Detection,70,http://www.ambiani.nl/diensten/bruiloft-catering/69-accomodatie-brabant.html,defacement,good
Brazil,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72,ebay.com/ctg/Golden-Age-Grotesque-PA-Limited-CD-DVD-Marilyn-Manson-CD-May-2003-Interscope-USA-/3513696,benign,bad
Japan,2020,Ransomware,IT,61.69,704157,Unknown,Zero-day,Antivirus,42,http://plarium.com/en/strategy-games/stormfall-age-of-war/news/new-feature-league-achievements/,benign,bad
Germany,2023,DDoS,IT,93.72,828721,Insider,Weak Passwords,Encryption,21,michigan.rivals.com/viewcoach.asp?coach=365&sport=1&year=2012,benign,good
Russia,2024,Phishing,Education,87.88,263407,Nation-state,Zero-day,Antivirus,8,http://theblackjaw.com/index.php,defacement,good
Brazil,2016,Malware,Retail,76.81,670642,Unknown,Unpatched Software,AI-based Detection,10,sleepstrategies.com/blog/?tag=canadian-sleep-society,benign,good
France,2018,Phishing,Government,30.68,338619,Hacker Group,Unpatched Software,Antivirus,68,sites.google.com/site/blueeyedbooksgbbo00/fred-astaire-quotes-book-1,benign,bad
Germany,2024,Phishing,Government,22.46,499142,Nation-state,Unpatched Software,VPN,70,play-asia.com/paOS-13-71-40-49-en-70-1q1g.html,benign,good
China,2019,Malware,Retail,79.37,863510,Hacker Group,Weak Passwords,VPN,2,http://www.portaflores.com/index.php?option=com_virtuemart&page=shop.browse&category_id=33&Itemid=29,defacement,good
Germany,2021,SQL Injection,Banking,69.07,264662,Insider,Social Engineering,AI-based Detection,46,msn.foxsports.com/nfl/story/EARLY-STATEMENT-Raiders-hold-on-to-beat-Broncos-for-first-seasonopening-win-since-2002-14696460,benign,bad
Brazil,2024,Ransomware,IT,74.06,813472,Hacker Group,Zero-day,VPN,17,http://www.weinhaus-ruthardt.de/index.php?option=com_content&view=article&id=39&Itemid=22,defacement,bad
Australia,2021,Malware,Healthcare,10.35,776819,Insider,Unpatched Software,VPN,64,library.brown.edu/collatoz/videos.php?task=alpha&curletter=L,benign,good
India,2020,Ransomware,IT,41.09,698224,Insider,Unpatched Software,VPN,21,http://enigreen.net/ck/content/36c9d0356572dcbac5b6f7ff91fd1f9c/index.php,phishing,bad
USA,2019,DDoS,Telecommunications,12.13,426349,Hacker Group,Unpatched Software,Encryption,44,villakidsbuffetinfantil.com/Limit-id=65722/550ab4a2d8e019cecc3a6046e3754dac/,benign,good
Russia,2020,Ransomware,IT,33.61,807918,Hacker Group,Social Engineering,Antivirus,37,http://bdnews24.com/economy/2015/05/07/political-turmoil-in-early-2015-hits-exports-hard,benign,good
India,2023,Ransomware,Banking,42.02,827952,Hacker Group,Unpatched Software,AI-based Detection,21,en.wikipedia.org/wiki/Rick_Vandivier,benign,bad
Australia,2023,Man-in-the-Middle,Retail,93.25,349335,Nation-state,Zero-day,Firewall,27,http://42.228.195.137:36354/Mozi.m,malware,good
Russia,2024,Phishing,Education,25.7,953987,Insider,Social Engineering,AI-based Detection,65,www.smalltalk.org/versions/GNUSmalltalk.html,phishing,bad
UK,2017,Malware,Healthcare,24.06,612319,Unknown,Social Engineering,Antivirus,47,srbindia.co.in,phishing,good
Germany,2022,Man-in-the-Middle,Telecommunications,0.54,419912,Nation-state,Zero-day,AI-based Detection,40,abs-cbnnews.com/lifestyle/02/01/10/10-best-filipino-indie-films-2009-revealed,benign,good
Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41,users2.jabry.com/danscotsecure02/Xs4.html,benign,bad
China,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60,conference.manchester.ac.uk/our-venues/74-sackville-street-building,benign,bad
UK,2021,Ransomware,Banking,4.22,65148,Nation-state,Weak Passwords,VPN,15,analysthelp.com,phishing,good
Germany,2019,Ransomware,Government,58.6,76066,Insider,Unpatched Software,AI-based Detection,8,www.sambee.co.th/MazeSolver/mazega.htm,phishing,good
Germany,2021,DDoS,IT,73.5,806210,Unknown,Weak Passwords,Antivirus,5,web.me.com/pastorkennedy/Topical_Studies/Who_We_Are_in_Gods_Eyes.html,benign,good
UK,2022,SQL Injection,IT,61.97,627852,Nation-state,Unpatched Software,VPN,23,kotobanomukoue.livejournal.com/692.html,benign,good
Japan,2024,Ransomware,Banking,24.22,584428,Nation-state,Weak Passwords,Firewall,34,http://221.210.211.148:45285/Mozi.m,malware,bad
Australia,2021,Malware,Banking,13.99,689681,Nation-state,Weak Passwords,AI-based Detection,62,sds-ti.com/account/,benign,good
Germany,2023,SQL Injection,Telecommunications,6.09,590760,Unknown,Unpatched Software,Firewall,32,www.securityfocus.com/infocus/1829,phishing,good
